name,address,phone,rating,review_count,timing,url,images,source_category
College Of Agriculture Business Management,"Barshi Road Latur Midc, Latur",08401689768,4.1,40,,,https://content.jdmagicbox.com/comp/latur/j2/9999p2382.2382.181119152826.z6j2/catalogue/college-of-agriculture-business-management-latur-midc-latur-agricultural-institutes-0rdruv7mrz-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/latur/j2/9999p2382.2382.181119152826.z6j2/catalogue/collegeofagriculturebusinessmanagement-latur-midc-latur-colleges-1j2ceqs2en-250.jpg?w=640&q=75,Colleges
Vasantrao Kale College Of Journalism and Computer Science,"Beed Solapur Road Barshi Naka, Beed",08460512794,4.5,61,,,https://content.jdmagicbox.com/v2/comp/beed/h3/9999p2442.2442.140125163615.q5h3/catalogue/vasantrao-kale-college-of-journalism-and-computer-science-beed-ho-beed-colleges-qex2ni65jh-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/beed/h3/9999p2442.2442.140125163615.q5h3/catalogue/annasaheb-patil-sevabhavi-sanstha-beed-ho-beed-matrimonial-bureaus-sjle3nkdee-250.jpg?w=640&q=75,Colleges
Relience Latur Pattern,"Ambejogai Road Ganj Golai, Latur",Show Number,4.2,43,,,https://content.jdmagicbox.com/comp/latur/t5/9999p2382.2382.160609142139.s5t5/catalogue/relience-latur-pattern-latur-ho-latur-neet-tutorials-ospj6-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/latur/t5/9999p2382.2382.160609142139.s5t5/catalogue/relience-latur-pattern-latur-ho-latur-neet-tutorials-4etxleu-250.jpg?w=640&q=75 | https://akam.cdn.jdmagicbox.com/images/icontent/newwap/web2022/trust_2x.gif | https://akam.cdn.jdmagicbox.com/images/icontent/newwap/web2022/verified_2x.gif,Colleges
I C A R College,"Prime Hospital Lane Ameerpet, Hyderabad",08197712844,4.1,88,,,https://content.jdmagicbox.com/v2/comp/hyderabad/k4/040pxx40.xx40.170401122231.b9k4/catalogue/i-c-a-r-college-admissions-ameerpet-hyderabad-bsc-agriculture-colleges-l2kqlek1ks-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/hyderabad/k4/040pxx40.xx40.170401122231.b9k4/catalogue/i-c-a-r-college-ameerpet-hyderabad-bsc-agriculture-colleges-je1jcuyxe8-250.jpg?w=640&q=75,Colleges
Rajarshi Shahu College,"Kaku Seth Ukka Marg Chandra Nagar, Latur",09972822279,4.2,2,,,https://content.jdmagicbox.com/comp/latur/v9/9999p2382.2382.110207145705.i7v9/catalogue/rajarshi-shahu-college-chandra-nagar-latur-colleges-s8bgxmiwb8-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/latur/v9/9999p2382.2382.110207145705.i7v9/catalogue/rajarshi-shahu-college-chandra-nagar-latur-arts-colleges-j5nkfdykwj-250.jpg?w=640&q=75 | https://akam.cdn.jdmagicbox.com/images/icontent/newwap/web2022/trust_2x.gif | https://akam.cdn.jdmagicbox.com/images/icontent/newwap/web2022/verified_2x.gif,Colleges
SAI NIRMAN PARAMEDICAL INSTITUTE,"Airport Road Shri Krushna Nagar, Shirdi",08460425208,4.4,52,,,https://content.jdmagicbox.com/v2/comp/shirdi/a6/9999p2423.2423.250324160804.a7a6/catalogue/sai-nirman-paramedical-institute-sai-nagar-shirdi-colleges-tdir97nnyf-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/shirdi/a6/9999p2423.2423.250324160804.a7a6/catalogue/sai-nirman-paramedical-institute-sai-nagar-shirdi-colleges-0u1j7zt613-250.jpg?w=640&q=75,Colleges
Nital College (Distance and Online Learning Centre),"Central Avenue Road Gandhibagh, Nagpur",08401940493,4.3,13,,,https://content.jdmagicbox.com/v2/comp/nagpur/41/0712p712stdkm00041/catalogue/nital-college-educational-consultant--gandhibagh-nagpur-education-consultants-tbt56flnb9-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/nagpur/41/0712p712stdkm00041/catalogue/nital-college-educational-consultant--gandhibagh-nagpur-education-consultants-tkf24ec6j4-250.jpg?w=640&q=75,Colleges
Defence Career Academy,"Shahapur Banjar-Lasur Road Aurangabad Ho, Aurangabad-Maharashtra",07383045792,4.2,893,,,https://content.jdmagicbox.com/v2/comp/aurangabad-maharashtra/w7/9999px240.x240.170208072534.u2w7/catalogue/defence-career-academy-aurangabad-aurangabad-maharashtra-a4hezllsfq-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/aurangabad-maharashtra/w7/9999px240.x240.170208072534.u2w7/catalogue/defence-career-academy-aurangabad-ho-aurangabad-maharashtra-defence-institutes-1vz3jgji1o-250.jpg?w=640&q=75 | https://akam.cdn.jdmagicbox.com/images/icontent/newwap/web2022/trust_2x.gif | https://akam.cdn.jdmagicbox.com/images/icontent/newwap/web2022/verified_2x.gif,Colleges
Datta Kala Shikshan Sanstha,"Dattakala College Road Swami Chincholi, Bhigwan",07383052891,4.0,304,,,https://content.jdmagicbox.com/v2/comp/bhigwan/m9/9999p2118.2118.140326122330.e4m9/catalogue/datta-kala-shikshan-sanstha-swami-chincholi-bhigwan-colleges-xrmxegn27o-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/bhigwan/m9/9999p2118.2118.140326122330.e4m9/catalogue/datta-kala-shikshan-sanstha-swami-chincholi-bhigwan-colleges-96so6ny57h-250.jpg?w=640&q=75,Colleges
Dr. Ambedkar Institute Of Management Studies And Research,"South Ambazari Road Ramdas Peth, Nagpur",Show Number,4.3,855,,,https://content.jdmagicbox.com/comp/nagpur/29/0712p712std2029/catalogue/dr-ambedkar-institute-of-management-studies-and-research-ramdas-peth-nagpur-mba-colleges-3ky5ic7-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/nagpur/29/0712p712std2029/catalogue/dr-ambedkar-institute-of-management-studies-and-research-ramdas-peth-nagpur-colleges-srdx0ub1h0-250.jpg?w=640&q=75,Colleges
Sau Vasudhatai Deshmukh College Of Agriculture,"Bodna Amravati Chandur Railway Road Pohara, Amravati",Show Number,4.2,27,,,https://content.jdmagicbox.com/comp/amravati/a3/9999px721.x721.130824193700.t4a3/catalogue/sau-vasudhatai-deshmukh-college-of-agriculture-pohara-amravati-agricultural-institutes-3brzfkq8d5-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/amravati/a3/9999px721.x721.130824193700.t4a3/catalogue/sau-vasudhatai-deshmukh-college-of-agriculture-pohara-amravati-agricultural-institutes-9qdl726uaq-250.jpg?w=640&q=75,Colleges
Padmavati College,"TV Centre Road HUDCO, Aurangabad-Maharashtra",07383104351,4.1,313,,,https://content.jdmagicbox.com/v2/comp/aurangabad-maharashtra/s4/9999px240.x240.130810174913.v9s4/catalogue/padmavati-college-hudco-aurangabad-maharashtra-bca-colleges-64f8a3vec1-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/aurangabad-maharashtra/s4/9999px240.x240.130810174913.v9s4/catalogue/padmavati-college-hudco-aurangabad-maharashtra-bca-colleges-sc75ss3pz9-250.jpg?w=640&q=75,Colleges
Tarashakti Private Iti,"Nagpur Highway Road Tadali, Chandrapur",Show Number,4.2,29,,,https://content.jdmagicbox.com/v2/comp/chandrapur/w1/9999p7172.7172.171003062726.h2w1/catalogue/tarashakti-private-iti-tadali-chandrapur-institutes-for-industrial-training-BX9XZUmkIA-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/chandrapur/w1/9999p7172.7172.171003062726.h2w1/catalogue/tarashakti-private-iti-tadali-chandrapur-institutes-for-industrial-training-ov0o91qkf5-250.jpg?w=640&q=75,Colleges
Balaji Education Group,"Hiwari Nagar Wardhaman Nagar, Nagpur",09035281042,4.2,232,,,https://content.jdmagicbox.com/comp/nagpur/i2/0712px712.x712.140513113547.f7i2/catalogue/balaji-group-wardhaman-nagar-nagpur-colleges-32qj68v3m3-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/nagpur/i2/0712px712.x712.140513113547.f7i2/catalogue/balaji-group-wardhaman-nagar-nagpur-colleges-2aq7ufoj5r-250.jpg?w=640&q=75,Colleges
Late.prayagbai Patil Mahavidyalaya and Brilliant College,"Ambajogai Road Ganj Golai, Latur",Show Number,4.3,87,,,https://content.jdmagicbox.com/comp/latur/b2/9999p2382.2382.150327223134.k9b2/catalogue/late-prayagbai-patil-mahavidyalaya-and-brilliant-college-latur-ho-latur-junior-colleges-1uqmfjhivk-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/latur/b2/9999p2382.2382.150327223134.k9b2/catalogue/late-prayagbai-patil-mahavidyalaya-and-brilliant-college-latur-ho-latur-junior-colleges-7a2z2z1vgc-250.jpg?w=640&q=75,Colleges
Mahila Bca Mahavidyalaya,"MIDC Ganj Golai, Latur",Show Number,4.3,61,,,https://content.jdmagicbox.com/comp/latur/y8/9999p2382.2382.140605145905.r4y8/catalogue/mahila-bca-mahavidyalaya-latur-ho-latur-colleges-4pmpzrvjyg-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/latur/y8/9999p2382.2382.140605145905.r4y8/catalogue/mahila-bca-mahavidyalaya-latur-ho-latur-colleges-eiabker8mt-250.jpg?w=640&q=75,Colleges
Shiva Trust,"Seven Hill Balanagar, Aurangabad-Maharashtra",Show Number,4.2,164,,,https://content.jdmagicbox.com/comp/aurangabad-maharashtra/f5/9999px240.x240.190202114904.p9f5/catalogue/shiva-trust-aurangabad-aurangabad-maharashtra-xttzupjzdd-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/aurangabad-maharashtra/f5/9999px240.x240.190202114904.p9f5/catalogue/shiva-trust-aurangabad-aurangabad-maharashtra-institutes-for-b-pharma-y14p6iohqy-250.jpg?w=640&q=75,Colleges
Shaheen Group Of Institutions,"Halladkeri Bidar Ho, Bidar",07383035837,4.4,525,,,https://content.jdmagicbox.com/comp/bidar/98/9999pmulblrstd1006798/catalogue/shaheen-group-of-institutions-bidar-ho-bidar-colleges-urjourljfy-250.jpg?w=640&q=75 | https://akam.cdn.jdmagicbox.com/images/icontent/newwap/web2022/res-uploadimg_txt.png?w=640&q=75,Colleges
Trimurti Public School and Junior College,"Near Nevasa Fata Nevasa, Ahmednagar",Show Number,4.3,408,,,https://content.jdmagicbox.com/comp/ahmednagar/j4/9999px241.x241.131008162723.h1j4/catalogue/trimurti-public-school-and-junior-college-nevasa-ahmednagar-schools-657g42b-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/ahmednagar/j4/9999px241.x241.131008162723.h1j4/catalogue/trimurti-public-school-and-junior-college-nevasa-ahmednagar-schools-cfaanmlpb4-250.jpg?w=640&q=75 | https://akam.cdn.jdmagicbox.com/images/icontent/newwap/web2022/trust_2x.gif | https://akam.cdn.jdmagicbox.com/images/icontent/newwap/web2022/verified_2x.gif,Colleges
Vivekanand College Group Of Institutes Of Management Studies & Information Technology,"Nirala Bazaar Road Samarthnagar Aurangabad, Aurangabad-Maharashtra",07383041794,4.2,850,,,https://content.jdmagicbox.com/comp/aurangabad-maharashtra/h8/9999px240.x240.190312125603.a2h8/catalogue/vivekanand-college-group-of-institutes-of-management-studies-and-information-technology-samarthnagar-aurangabad-aurangabad-maharashtra-colleges-7gteeqsuwf-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/aurangabad-maharashtra/h8/9999px240.x240.190312125603.a2h8/catalogue/vivekanand-college-group-of-institutes-of-management-studies-and-information-technology-samarthnagar-aurangabad-aurangabad-maharashtra-colleges-2el0jlk1wi-250.jpg?w=640&q=75,Colleges
Aditya Education Group,"Telgaon Road Telgaon Road, Beed",Show Number,4.0,691,,,https://content.jdmagicbox.com/v2/comp/beed/c9/9999p2442.2442.120731134854.q2c9/catalogue/aditya-education-group-telgaon-road-beed-dental-colleges-4ru2e3t3y1-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/beed/c9/9999p2442.2442.120731134854.q2c9/catalogue/aditya-education-group-beed-ho-beed-dental-colleges-ecbw299nvy-250.jpg?w=640&q=75,Colleges
Sushrusha Nursing School,"Patas Road Ambedkar Chowk, Daund",08867840679,4.3,125,,,https://content.jdmagicbox.com/comp/daund/g8/9999p2117.2117.170208212433.q1g8/catalogue/sushrusha-nursing-school-ambedkar-chowk-daund-nursing-institutes-5oe4zidc4n-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/daund/g8/9999p2117.2117.170208212433.q1g8/catalogue/sushrusha-nursing-school-ambedkar-chowk-daund-nursing-institutes-nivl0e4fxj-250.jpg?w=640&q=75,Colleges
Rajarambapu College Pharmacy Kasegaon,"Tal : Walwa Kasegaon Sangli, Sangli",07041606385,4.3,202,,,https://content.jdmagicbox.com/v2/comp/sangli/k3/9999px233.x233.150729235009.c9k3/catalogue/rajarambapu-college-pharmacy-kasegaon-kasegaon-sangli-sangli-colleges-5fi1cfhett-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/sangli/k3/9999px233.x233.150729235009.c9k3/catalogue/rajarambapu-college-pharmacy-kasegaon-kasegaon-sangli-sangli-colleges-0f31v7x9dl-250.jpg?w=640&q=75,Colleges
Nri Group Of Institutions,"Ratnagiri Raisen Road Raisen Road, Bhopal",08733949851,4.3,2,,,https://content.jdmagicbox.com/comp/bhopal/v6/0755px755.x755.180412152521.s6v6/catalogue/nri-group-of-institutions-raisen-road-bhopal-colleges-1f0gorwkuf-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/bhopal/v6/0755px755.x755.180412152521.s6v6/catalogue/nri-group-of-institutions-raisen-road-bhopal-engineering-colleges-gsxj765kwx-250.jpg?w=640&q=75 | https://akam.cdn.jdmagicbox.com/images/icontent/newwap/web2022/trust_2x.gif | https://akam.cdn.jdmagicbox.com/images/icontent/newwap/web2022/verified_2x.gif,Colleges
Flair Mania Bartending Services Pvt Ltd,"Pune Station Road Camp, Pune",Show Number,4.8,445,,,https://content.jdmagicbox.com/comp/pune/w4/020pxx20.xx20.180315171750.w9w4/catalogue/flair-mania-bartending-services-pvt-ltd-pune-station-pune-institutes-for-bartending-management-ut9z1b0oo0-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/pune/w4/020pxx20.xx20.180315171750.w9w4/catalogue/flair-mania-bartending-services-pvt-ltd-pune-station-pune-institutes-for-bartending-management-0r3bsrnmrh-250.jpg?w=640&q=75 | https://akam.cdn.jdmagicbox.com/images/icontent/newwap/web2022/verified_2x.gif,Colleges
Vrindavan College Of Agriculture Sangamner (Gunjalwadi Pathar),"Gunjalwadi Pathar Gunjalwadi, Sangamner",08904948339,4.6,53,,,https://content.jdmagicbox.com/v2/comp/sangamner/i3/9999px241.x241.240527170058.d5i3/catalogue/vrindavan-college-of-agriculture-sangamner-gunjalwadi-pathar-gunjalwadi-sangamner-colleges-wfej924mo2-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/sangamner/i3/9999px241.x241.240527170058.d5i3/catalogue/vrindavan-college-of-agriculture-sangamner-gunjalwadi-pathar-gunjalwadi-sangamner-colleges-78p9lr48ma-250.jpg?w=640&q=75,Colleges
Lnct University Bhopal,"LNCTU Bhopal Kolar Road, Bhopal",09054721468,4.4,1,,,https://content.jdmagicbox.com/comp/bhopal/k6/0755px755.x755.171211112012.u2k6/catalogue/lnct-university-bhopal-kolar-road-bhopal-colleges-1roylxypwi-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/bhopal/k6/0755px755.x755.171211112012.u2k6/catalogue/lnct-university-bhopal-kolar-road-bhopal-colleges-pgxcvrjygw-250.jpg?w=640&q=75,Colleges
Lnct Group Of Colleges,"LNCT CAMPUS Raisen Road, Bhopal",07383113850,4.3,4,,,https://content.jdmagicbox.com/comp/bhopal/53/0755p755std51453/catalogue/lnct-group-of-colleges-raisen-road-bhopal-colleges-133bpsum9d-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/bhopal/53/0755p755std51453/catalogue/lnct-group-of-colleges-raisen-road-bhopal-dental-colleges-qyeduqmw8d-250.jpg?w=640&q=75,Colleges
MHF's Homoeopathic Medical College & Hospital,"Gunjalwadi Pathar Gunjalwadi, Sangamner",09845161625,4.1,148,,,https://content.jdmagicbox.com/v2/comp/sangamner/u5/9999px241.x241.240528122300.c8u5/catalogue/1pvcqhjf75vshok-mdogz3r1h9-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/sangamner/u5/9999px241.x241.240528122300.c8u5/catalogue/mhf-s-homoeopathic-medical-college-and-hospital-gunjalwadi-sangamner-colleges-96t4eqicjy-250.jpg?w=640&q=75,Colleges
Viswaseva Sainiki Pattern And Junior College Of Science Nda Academy Nivaasi School,"AITAWADE ROAD Walwa, Sangli",08488961521,4.1,15,,,https://content.jdmagicbox.com/comp/sangli/a7/9999px233.x233.221012104526.f4a7/catalogue/viswaseva-sainiki-pattern-and-junior-college-of-science-nda-academy-nivaasi-school-walwa-sangli-colleges-hkeys4u7pz-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/sangli/a7/9999px233.x233.221012104526.f4a7/catalogue/viswaseva-sainiki-pattern-and-junior-college-of-science-nda-academy-nivaasi-school-walwa-sangli-colleges-18mljh2txo-250.jpg?w=640&q=75,Colleges
Sahyadri College Of Fire Engineering & Safety Manegement,"Mumbai Agra Road Dwarka, Nashik",Show Number,4.4,190,,,https://content.jdmagicbox.com/comp/nashik/r5/0253px253.x253.000692785839.p3r5/catalogue/sahyadri-college-of-fire-engineering-safety-manegement-nashik-0zehxkymtn-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/nashik/r5/0253px253.x253.000692785839.p3r5/catalogue/sahyadri-college-of-fire-engineering-and-safety-manegement-dwarka-nashik-colleges-ye19xc6eyn-250.jpg?w=640&q=75,Colleges
Kj's Trinity Colleges,"Kondhwa Saswad Road Yewalewadi, Pune",Show Number,4.0,1,,,https://content.jdmagicbox.com/comp/pune/w1/020p1221648635p6i6w1/catalogue/kj-s-trinity-colleges-kondhwa-budruk-pune-colleges-203duj5ii4-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/pune/w1/020p1221648635p6i6w1/catalogue/kj-s-trinity-colleges-kondhwa-budruk-pune-colleges-lzbbxaqwfl-250.jpg?w=640&q=75,Colleges
Shri S D Patil College Of Architecture,"Takari Road Uran Islampur, Islampur-Maharashtra",Show Number,4.7,75,,,https://content.jdmagicbox.com/comp/sangli/n6/9999px233.x233.190119131931.f9n6/catalogue/shri-s-d-patil-college-of-architecture-islampur-sangli-sangli-colleges-pm1f3wxar9-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/islampur-maharashtra/n6/9999px233.x233.190119131931.f9n6/catalogue/shri-s-d-patil-college-of-architecture-islampur-sangli-islampur-maharashtra-government-colleges-0gop1gbwml-250.jpg?w=640&q=75,Colleges
Aston School And Hostel,"Aston Hostel Godawali Road Panchgani Bhilar, Panchgani",Show Number,4.2,191,,,https://content.jdmagicbox.com/comp/panchgani/x6/9999p2168.2168.170207142145.h6x6/catalogue/aston-school-and-hostel-panchgani-schools-tg5qi-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/panchgani/x6/9999p2168.2168.170207142145.h6x6/catalogue/aston-school-and-hostel-panchgani-schools-nci9zz1vm4-250.jpg?w=640&q=75,Colleges
Vasundhara VidyaNiketan & Junior College,"Warnanagar Road Pargaon, Kolhapur",Show Number,4.2,52,,,https://content.jdmagicbox.com/comp/kolhapur/h9/0231px231.x231.190302115854.v9h9/catalogue/vasundhara-vidyaniketan-and-junior-college-pargaon-kolhapur-institutes-for-iit-entrance-96wkcvefrx-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/kolhapur/h9/0231px231.x231.190302115854.v9h9/catalogue/vasundhara-vidyaniketan-and-junior-college-pargaon-kolhapur-institutes-for-iit-entrance-mmtbzfwpmk-250.jpg?w=640&q=75,Colleges
Shiva Trust (Nashik),"Dindori Naka Nashik Main Road, Nashik",Show Number,4.3,232,,,https://content.jdmagicbox.com/comp/nashik/l6/0253px253.x253.201226171448.g5l6/catalogue/shiva-trust-nashik-nashik-ho-nashik-institutes-for-b-pharma-muludyfrup-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/nashik/l6/0253px253.x253.201226171448.g5l6/catalogue/shiva-trust-nashik-nashik-ho-nashik-institutes-for-b-pharma-i3tprzxl81-250.jpg?w=640&q=75,Colleges
Suvidya Institute Of Technology Pvt Ltd,"Nehru Road Santacruz East, Mumbai",09972270368,4.5,1,,,https://akam.cdn.jdmagicbox.com/images/icontent/newwap/web2022/trust_2x.gif | https://akam.cdn.jdmagicbox.com/images/icontent/newwap/web2022/verified_2x.gif,Colleges
Aishwarya Education Service,"Purani Basti Thana Road Budha Para, Raipur-Chhattisgarh",07041885216,4.2,72,,,,Colleges
Sigma University,"Ajwa-Nimeta Road Vaghodia, Vadodara",Show Number,4.2,1,,,https://akam.cdn.jdmagicbox.com/images/icontent/newwap/web2022/trust_2x.gif | https://akam.cdn.jdmagicbox.com/images/icontent/newwap/web2022/verified_2x.gif,Colleges
Rungta University,"Kohka Road Kohka, Bhilai",Show Number,3.8,1,,,https://akam.cdn.jdmagicbox.com/images/icontent/newwap/web2022/trust_2x.gif | https://akam.cdn.jdmagicbox.com/images/icontent/newwap/web2022/verified_2x.gif,Colleges
