name,address,phone,rating,review_count,timing,url,images,source_category
Hotel Rushikesh,"Hingoli Nanded Road Pimpaldari, Hingoli",,3.9,62,,https://www.justdial.com/Hingoli/Hotel-Rushikesh-Near-Nh161-High-Way-Pimpaldari/9999P2456-2456-230625192041-W8P9_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/restaurants/default-restaurants-5-250.jpg?w=640&q=75,Restaurants
Ashirwad Bar & Restaurant,"Akola Bypass Ring Road Ramakrishna Nagar, Hingoli",Show Number,3.0,45,,https://www.justdial.com/Hingoli/Ashirwad-Bar-Restaurant-Opposite-Sai-Resort-Ramakrishna-Nagar/9999P2456-2456-181222162540-Y9G2_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/g2/9999p2456.2456.181222162540.y9g2/catalogue/ashirwad-bar-and-restaurant-ramakrishna-nagar-hingoli-restaurants-3ynkty1gi3-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/g2/9999p2456.2456.181222162540.y9g2/catalogue/ashirwad-bar-and-restaurant-ramakrishna-nagar-hingoli-restaurants-0zbrwzg97y-250.jpg?w=640&q=75,Restaurants
Kalgaon Dhaba,Hingoli,Show Number,3.8,58,,https://www.justdial.com/Hingoli/Kalgaon-Dhaba/9999P2456-2456-250306080631-B6J3_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/v2/comp/hingoli/j3/9999p2456.2456.250306080631.b6j3/catalogue/kalgaon-dhaba-hingoli-restaurants-ookSXebclX-250.jpg?w=640&q=75,Restaurants
Sanju Patil Dhaba,"Malhivara Malhiwara, Hingoli",Show Number,3.9,41,,https://www.justdial.com/Hingoli/Sanju-Patil-Dhaba-Malhiwara/9999P2456-2456-190330035218-J7Q1_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/non_veg_thali_restaurants/default-non-veg-thali-restaurants-1-250.jpg?w=640&q=75,Restaurants
Hotel Atithi,Basmath,Show Number,3.9,109,,,https://content.jdmagicbox.com/comp/hingoli/r7/9999p2456.2456.231003192217.k1r7/catalogue/hotel-atithi-basmath-hotels-17yojowayt-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/r7/9999p2456.2456.231003192217.k1r7/catalogue/hotel-atithi-basmath-hotels-v7qh77lepg-250.jpg?w=640&q=75,Restaurants
Sanskar's Veg Treat,"Akola Road Bypass Ramakrishna Nagar, Hingoli",Show Number,3.9,239,,https://www.justdial.com/Hingoli/Sanskars-Veg-Treat-Near-Sanskar-Cineplex-Ramakrishna-Nagar/9999P2456-2456-210210160027-J7G2_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/v2/comp/hingoli/g2/9999p2456.2456.210210160027.j7g2/catalogue/sanskar-s-veg-treat-ramakrishna-nagar-hingoli-restaurants-qll7cops06-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/hingoli/g2/9999p2456.2456.210210160027.j7g2/catalogue/sanskar-s-veg-treat-ramakrishna-nagar-hingoli-restaurants-kgperl94dz-250.jpg?w=640&q=75,Restaurants
Dhaba Cafe,"Nanded Road Patil Nagar, Basmath",Show Number,3.5,93,,,https://content.jdmagicbox.com/comp/def_content_category/dhaba-cafe/445270340-1104380470661273-1051814647969110706-n-dhaba-cafe-2-e8tbz-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/def_content_category/dhaba-cafe/440827976-1584638415738565-1668670897581568561-n-dhaba-cafe-4-kexto-250.jpg?w=640&q=75,Restaurants
Mubarak Bhai Janta Hotel,"Yehalegaon Gawali Kalamnuri Bolda, Hingoli",Show Number,4.1,63,,https://www.justdial.com/Hingoli/Mubarak-Bhai-Janta-Hotel-Near-Bolda-Railway-Station-Bolda/9999P2456-2456-170606174854-I5S8_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/s8/9999p2456.2456.170606174854.i5s8/catalogue/mubarak-bhai-janta-hotel-bolda-hingoli-hotels-3o9vu4zid2-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/hingoli/s8/9999p2456.2456.170606174854.i5s8/catalogue/mubarak-bhai-janta-hotel-bolda-hingoli-hotels-bs1r3emj3o-250.jpg?w=640&q=75,Restaurants
Hotel New Afroz,"Of Chondi and Wai Nanded_Jintur Road Chondi, Basmath",,3.8,92,,,https://content.jdmagicbox.com/v2/comp/basmath/i3/9999p2456.2456.220416205147.e3i3/catalogue/hotel-new-afroz-chondi-basmath-restaurants-f5fw63lnu6-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/basmath/i3/9999p2456.2456.220416205147.e3i3/catalogue/hotel-new-afroz-chondi-basmath-restaurants-30gfy6p0td-250.jpg?w=640&q=75,Restaurants
Raghupati Marwadi Dhaba (Pure Veg),"NH161 Kanergaon, Hingoli",Show Number,4.2,237,,https://www.justdial.com/Hingoli/Raghupati-Marwadi-Dhaba-Pure-Veg-Kanhergaon-Naka-Near-Kanergaon/9999P2456-2456-171231025848-Q9J4_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/j4/9999p2456.2456.171231025848.q9j4/catalogue/raghupati-marwadi-dhaba-pure-veg--hingoli-restaurants-beqgm-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/j4/9999p2456.2456.171231025848.q9j4/catalogue/raghupati-marwadi-dhaba-pure-veg--hingoli-restaurants-jbojs-250.jpg?w=640&q=75,Restaurants
Sanskar's The Smoke Kitchen,"Balsond Locality Hingoli Locality Adgaon, Hingoli",Show Number,3.6,53,,https://www.justdial.com/Hingoli/Sanskars-The-Smoke-Kitchen-Adgaon/9999P2456-2456-220419013103-H8W9_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/v2/comp/hingoli/w9/9999p2456.2456.220419013103.h8w9/catalogue/sanskar-s-the-smoke-kitchen-adgaon-hingoli-restaurants-jzrh01drfe-250.jpg?w=640&q=75,Restaurants
Vilas Vijay Family Restaurant,"Shop N.1 Nanded Road Malegaon, Hingoli",Show Number,4.1,72,,https://www.justdial.com/Hingoli/Vilas-Vijay-Family-Restaurant-Malegaon/9999P2456-2456-230606181515-H5Y2_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/v2/comp/hingoli/y2/9999p2456.2456.230606181515.h5y2/catalogue/vilas-vijay-family-restaurent-hingoli-restaurants-movbb5787q-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/hingoli/y2/9999p2456.2456.230606181515.h5y2/catalogue/vilas-vijay-family-restaurent-hingoli-restaurants-tpoisnxhow-250.jpg?w=640&q=75,Restaurants
Hotel Sai Pride,"Asola Traf Aundha, Hingoli",,4.3,15,,https://www.justdial.com/Hingoli/Hotel-Sai-Pride-Asola-Traf-Aundha/9999P2456-2456-220621002110-W5G9_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/restaurants/default-restaurants-8-250.jpg?w=640&q=75,Restaurants
Swagat Bar And Restaurants,"Main Road Shivtirath Basmath, Basmath",Show Number,3.7,111,,,https://content.jdmagicbox.com/comp/hingoli/l2/9999p2456.2456.140520013418.d4l2/catalogue/swagat-bar-and-restaurants-basmathnagar-hingoli-restaurants-9kzrqp-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/basmath/l2/9999p2456.2456.140520013418.d4l2/catalogue/swagat-bar-and-restaurants-basmathnagar-basmath-restaurants-KyFACKw57Q-250.jpg?w=640&q=75,Restaurants
Anandi Restaurant,"Balsond Hingoli Locality Hingoli Andharwadi, Hingoli",Show Number,4.3,230,,https://www.justdial.com/Hingoli/Anandi-Restaurant-Andharwadi/9999P2456-2456-230529214752-J6A4_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/a4/9999p2456.2456.230529214752.j6a4/catalogue/anandi-restaurant-andharwadi-hingoli-restaurants-pjwqe1t1vo-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/a4/9999p2456.2456.230529214752.j6a4/catalogue/anandi-restaurant-andharwadi-hingoli-restaurants-g1d6cjcyl9-250.jpg?w=640&q=75,Restaurants
Rudraksh Restaurant Pure Veg,"Hingoli to Parbhani Raod Aundha Nagnath, Hingoli",Show Number,4.0,592,,https://www.justdial.com/Hingoli/Rudraksh-Restaurant-Pure-Veg-Near-Nageshwadi-Aundha-Nagnath/9999P2456-2456-170206165408-X2D8_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/d8/9999p2456.2456.170206165408.x2d8/catalogue/hotel-rudraksh-pure-veg-restaurant-hingoli-bgzvlbb4ns-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/d8/9999p2456.2456.170206165408.x2d8/catalogue/rudraksh-restaurant-pure-veg-aundha-nagnath-hingoli-punjabi-restaurants-c36ivzsrs6-250.jpg?w=640&q=75,Restaurants
Zam Zam Hotel,"Nanded to Jintur Road Ambanath, Hingoli",Show Number,3.9,56,,https://www.justdial.com/Hingoli/Zam-Zam-Hotel-Ambanath/9999P2456-2456-220728214148-J9A4_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/v2/comp/hingoli/a4/9999p2456.2456.220728214148.j9a4/catalogue/zam-zam-hotel-ambanath-hingoli-restaurants-sOfmZhkYSR-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/hingoli/a4/9999p2456.2456.220728214148.j9a4/catalogue/zam-zam-hotel-ambanath-hingoli-restaurants-QqPRy6RxGS-250.jpg?w=640&q=75,Restaurants
Shaboo Hotel,"Waranga Phata Waranga, Hingoli",Show Number,3.8,325,,https://www.justdial.com/Hingoli/Shaboo-Hotel-Waranga/9999P2456-2456-180701192537-D3F7_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/v2/comp/hingoli/f7/9999p2456.2456.180701192537.d3f7/catalogue/shaboo-hotel-waranga-hingoli-restaurants-KUSNrMEm5R-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/f7/9999p2456.2456.180701192537.d3f7/catalogue/shaboo-hotel-waranga-hingoli-restaurants-qz219gz76g-250.jpg?w=640&q=75,Restaurants
Hotel National Special Chicken Biriyani,"Shop No 2 Jawla Bazar, Hingoli",Show Number,4.3,3,,https://www.justdial.com/Hingoli/Hotel-National-Special-Chicken-Biriyani-Near-Mip-Petrol-Pump-Jawla-Bazar/9999P2456-2456-240127010313-H4F3_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/restaurants/default-restaurants-9-250.jpg?w=640&q=75,Restaurants
B.K Restaurant And Hotel,"Akhada Balapur, Hingoli",Show Number,3.7,76,,https://www.justdial.com/Hingoli/BK-Restaurant-And-Hotel-Akhada-Balapur/9999P2456-2456-171129124137-N3K1_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/v2/comp/hingoli/k1/9999p2456.2456.171129124137.n3k1/catalogue/b-k-restaurant-and-hotel-akhada-balapur-hingoli-restaurants-450hQYli6f-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/k1/9999p2456.2456.171129124137.n3k1/catalogue/b-k-restauran-and-hotel-akhada-balapur-hingoli-restaurants-rt1osiotrz-250.jpg?w=640&q=75,Restaurants
Hotel Malkari Khichadi & Bhaje,"Bangar Nagar Hingoli Anand Nagar, Hingoli",,4.0,48,,https://www.justdial.com/Hingoli/Hotel-Malkari-Khichadi-Bhaje-Anand-Nagar/9999P2456-2456-220625002058-G1E5_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/v2/comp/hingoli/e5/9999p2456.2456.220625002058.g1e5/catalogue/hotel-malkari-khichadi-and-bhaje-anand-nagar-hingoli-restaurants-2JDm0SLR4Q-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/hingoli/e5/9999p2456.2456.220625002058.g1e5/catalogue/hotel-malkari-khichadi-and-bhaje-anand-nagar-hingoli-restaurants-xeNqBoGtyZ-250.jpg?w=640&q=75,Restaurants
Shreeniwas Veg Restaurant,"Akola Road Hingoli Ho, Hingoli",Show Number,3.8,911,,https://www.justdial.com/Hingoli/Shreeniwas-Veg-Restaurant-Opposite-Hero-Showroom-Hingoli-Ho/9999P2456-2456-170925141454-F3U8_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/u8/9999p2456.2456.170925141454.f3u8/catalogue/shreeniwas-veg-restaurant-hingoli-home-delivery-restaurants-vrka7-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/u8/9999p2456.2456.170925141454.f3u8/catalogue/shreeniwas-veg-restaurant-hingoli-fast-food-lj9lth03k0-250.jpg?w=640&q=75,Restaurants
Nirmal Cafe & Restro,"Chatrapati Shivaji Nagar Mohalla Paltan, Hingoli",Show Number,4.2,1,,https://www.justdial.com/Hingoli/Nirmal-Cafe-Restro-Mohalla-Paltan/9999P2456-2456-230927090544-W7Z2_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/z2/9999p2456.2456.230927090544.w7z2/catalogue/nirmal-cafe-and-restro-mohalla-paltan-hingoli-restaurants-lyb57s64fe-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/z2/9999p2456.2456.230927090544.w7z2/catalogue/nirmal-cafe-and-restro-mohalla-paltan-hingoli-restaurants-18encka2v1-250.jpg?w=640&q=75,Restaurants
Hotel Vatika,"Hingoli Aundha Road Jamwadi, Hingoli",Show Number,4.0,245,,https://www.justdial.com/Hingoli/Hotel-Vatika-Jamwadi/9999P2456-2456-180601115134-Z3I1_BZDET?trkid=&term=&ncatid=10408936&area=&search=Best%20Restaurants%20in%20Hingoli%20-%20Order%20Food%20Online&mncatname=Restaurants&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/i1/9999p2456.2456.180601115134.z3i1/catalogue/hotel-vatika-hingoli-restaurants-dkg1gr571x-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/i1/9999p2456.2456.180601115134.z3i1/catalogue/hotel-vatika-hingoli-restaurants-pxya3fk45p-250.jpg?w=640&q=75,Restaurants
Hotel Vrandavan Pure Veg,"Aundha-nanded Road Malwata, Basmath",Show Number,4.5,70,,,https://content.jdmagicbox.com/comp/hingoli/s9/9999p2456.2456.230603120902.r8s9/catalogue/drlse4108wep0qq-i7cuhmalb3-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/s9/9999p2456.2456.230603120902.r8s9/catalogue/zdiq3t1a6f2s8gw-q6lubhr41b-250.jpg?w=640&q=75,Restaurants
Hotel Godavari,"Parbhani Basmat Road Vishnu Nagar, Basmath",,4.1,108,,,https://content.jdmagicbox.com/comp/hingoli/k6/9999p2456.2456.180630003359.l1k6/catalogue/hotel-godavari-hingoli-zplzrqh7yv-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/k6/9999p2456.2456.180630003359.l1k6/catalogue/hotel-godavari-hingoli-restaurants-0Hh7KNFL5p-250.jpg?w=640&q=75,Restaurants
