name,address,phone,rating,review_count,timing,url,images,source_category
Muktai Hospital,"Vishnu Nagar, Basmath",Show Number,5.0,2,,,https://content.jdmagicbox.com/comp/hingoli/i2/9999p2456.2456.221015165400.v6i2/catalogue/muktai-hospital-basmathnagar-hingoli-hospitals-gc40j8x3w4-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/i2/9999p2456.2456.221015165400.v6i2/catalogue/muktai-hospital-basmathnagar-hingoli-hospitals-45vqv66lb6-250.jpg?w=640&q=75,Hospitals
Navjeevan Multispeciality Hospital And Critical Care Unit,"Mondha Road Khajipura, Basmath",Show Number,5.0,2,,,https://images.jdmagicbox.com/comp/def_content/general_physician_doctors/default-general-physician-doctors-3-250.jpg?w=640&q=75,Hospitals
Shree Hospital,"Thakkar Bazar Kurunda, Basmath",Show Number,5.0,2,,,https://images.jdmagicbox.com/comp/def_content/hospitals/hospital-2-hospitals-27-ijxrf-250.jpg?w=640&q=75,Hospitals
Narayana Hospital,"Kapad Lane, Basmath",Show Number,4.5,2,,,https://content.jdmagicbox.com/comp/def_content/general_physician_doctors/default-general-physician-doctors-0-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/def_content_category/narayana-health-12144022-ob52aoyjiy-250.jpg?w=640&q=75,Hospitals
Patil Multispeciality Hospital Basmat,"Mangalwar Bazar Basmat Khajipura, Basmath",Show Number,3.0,3,,,https://images.jdmagicbox.com/v2/comp/basmath/x6/9999p2456.2456.250918162747.e4x6/catalogue/patil-multispeciality-hospital-basmat-khajipura-basmath-hospitals-j8vkw12clx-250.jpg?w=640&q=75,Hospitals
Shree Balaji Medical,"Aral, Basmath",Show Number,4.0,2,,,https://content.jdmagicbox.com/v2/comp/basmath/t1/9999p2456.2456.250314083827.v4t1/catalogue/shree-balaji-medical-aral-basmath-hospitals-4eb4tiu2i8-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/basmath/t1/9999p2456.2456.250314083827.v4t1/catalogue/shree-balaji-medical-aral-basmath-hospitals-h8m2tbixkb-250.jpg?w=640&q=75,Hospitals
Shri Hospital Maternity & Nursing Home,"Khajipura, Basmath",Show Number,4.0,2,,,https://images.jdmagicbox.com/comp/def_content/hospitals/default-hospitals-20-250.jpg?w=640&q=75,Hospitals
Care Multi-Speciality Hospital,"Doctors Lane Vishnu Nagar, Basmath",Show Number,4.0,2,,,https://images.jdmagicbox.com/comp/def_content/hospitals/default-hospitals-24-250.jpg?w=640&q=75,Hospitals
Goverment Hospital,"Basmat Khajipura, Basmath",,4.0,2,,,https://images.jdmagicbox.com/comp/def_content/hospitals/default-hospitals-9-250.jpg?w=640&q=75,Hospitals
Unais Hospital,"Khajipura Basmat Kapad Lane, Basmath",Show Number,3.5,2,,,https://images.jdmagicbox.com/comp/def_content/hospitals/default-hospitals-15-250.jpg?w=640&q=75,Hospitals
Kale Hospital,"Police Quarter Road Kurunda, Basmath",Show Number,5.0,1,,,https://images.jdmagicbox.com/comp/def_content/hospitals/default-hospitals-21-250.jpg?w=640&q=75,Hospitals
Jkt Arogyadham,"Weeklybazar Kurunda, Basmath",Show Number,5.0,1,,,https://images.jdmagicbox.com/comp/def_content/hospitals/default-hospitals-23-250.jpg?w=640&q=75,Hospitals
Kadam Hospital,"Mondha Road Kapad Lane, Basmath",Show Number,5.0,1,,,https://images.jdmagicbox.com/comp/def_content/nursing-institutes/shutterstock-1304851021-nursing-institutes-1-0qvzk-250.jpg?w=640&q=75,Hospitals
Shiv Hospital,"Khajipura Basmat Gadi Mohala, Basmath",Show Number,4.0,1,,,https://images.jdmagicbox.com/comp/def_content/nursing-institutes/5-nursing-institutes-8-e2n29-250.jpg?w=640&q=75,Hospitals
sai dental health care,"Basmat New Mondha Road, Basmath",Show Number,3.5,1,,,https://content.jdmagicbox.com/comp/def_content_category/dentists/7ad811aa-0cec-44f9-8123-f4f0896a7052-dentists-1-mwze4-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/basmath/k9/9999p2456.2456.161117230946.v3k9/catalogue/sai-dental-health-care-basmathnagar-basmath-hospitals-e3p6f6603h-250.jpg?w=640&q=75,Hospitals
Satpute Multispeciality Hospital,"New Mondha Road New Mondha Road, Basmath",07383580950,4.8,10,,,https://content.jdmagicbox.com/comp/hingoli/i5/9999p2456.2456.210219211450.s1i5/catalogue/satpute-multispeciality-hospital-basmatnagar-basmath-general-physician-doctors-6k3jd6p7rf-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/i5/9999p2456.2456.210219211450.s1i5/catalogue/satpute-multispeciality-hospital-basmatnagar-basmath-general-physician-doctors-pdk163s01b-250.jpg?w=640&q=75 | https://akam.cdn.jdmagicbox.com/images/icontent/newwap/web2022/verified_2x.gif,Hospitals
Sambhaji Hospital,"Main Road Ambanath, Hingoli",Show Number,4.0,2,,"https://www.justdial.com/Hingoli/Sambhaji-Hospital-Near-Chondi-Railway-Station-Ambanath/9999P2456-2456-250419083954-N4J8_BZDET?trkid=&term=&ncatid=10253670&area=&search=Hospitals%20in%20Basmath,%20Basmath%20-%20Book%20Appointment%20Online&mncatname=Hospitals&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=",https://content.jdmagicbox.com/v2/comp/hingoli/j8/9999p2456.2456.250419083954.n4j8/catalogue/sambhaji-hospital-ambanath-hingoli-hospitals-f6h642r8d8-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/hingoli/j8/9999p2456.2456.250419083954.n4j8/catalogue/sambhaji-hospital-ambanath-hingoli-hospitals-1lgqp1qyt1-250.jpg?w=640&q=75,Hospitals
Government Hospital,"Shirad Shahpur, Hingoli",Show Number,4.3,8,,"https://www.justdial.com/Hingoli/Government-Hospital-Shirad-Shahpur/9999P2456-2456-190302080102-F1H3_BZDET?trkid=&term=&ncatid=10253670&area=&search=Hospitals%20in%20Basmath,%20Basmath%20-%20Book%20Appointment%20Online&mncatname=Hospitals&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=",https://images.jdmagicbox.com/comp/def_content/hospitals/default-hospitals-23-250.jpg?w=640&q=75,Hospitals
