name,address,phone,rating,review_count,timing,url,images,source_category
Dr. Hedgewar Smruti Rugna Seva Mandals,"Parola, Hingoli",Show Number,4.1,155,,https://www.justdial.com/Hingoli/Dr-Hedgewar-Smruti-Rugna-Seva-Mandals-Parola/9999P2456-2456-111117162941-R1F5_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/f5/9999p2456.2456.111117162941.r1f5/catalogue/dr-hedgewar-smruti-rugna-seva-mandals-hingoli-ho-hingoli-hospitals-r1f6y8-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/f5/9999p2456.2456.111117162941.r1f5/catalogue/dr-hedgewar-smruti-rugna-seva-mandals-hingoli-ho-hingoli-hospitals-0pb7bvb28g-250.jpg?w=640&q=75,Doctors
Madhav Multispeciality Hospital,"Hingoli Akola Road Ramakrishna Nagar, Hingoli",Show Number,4.2,55,,https://www.justdial.com/Hingoli/Madhav-Multispeciality-Hospital-Near-Tehsil-Office-Ramakrishna-Nagar/9999P2456-2456-140401140922-L2K4_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/k4/9999p2456.2456.140401140922.l2k4/catalogue/madhav-multispeciality-hospital-hingoli-ho-hingoli-multispeciality-hospitals-wd7yntmh8z-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/k4/9999p2456.2456.140401140922.l2k4/catalogue/madhav-multispeciality-hospital-hingoli-ho-hingoli-multispeciality-hospitals-qn7ang9obq-250.jpg?w=640&q=75,Doctors
Shankarparvati Hospital Pankanergaon,"Shankarparvati Hospital Pankanergaon Pankanhergaon, Hingoli",,4.8,33,,https://www.justdial.com/Hingoli/Shankarparvati-Hospital-Pankanergaon-Pankanhergaon/9999P2456-2456-231024190202-K9S1_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/hingoli/s1/9999p2456.2456.231024190202.k9s1/catalogue/shankarparvati-hospital-pankanergaon-hingoli-general-physician-doctors-rmx369q5gl-250.jpg?w=640&q=75,Doctors
Lakshmi Lifecare Hospital,"Narayan Nagar, Hingoli",Show Number,4.7,32,,https://www.justdial.com/Hingoli/Lakshmi-Lifecare-Hospital-Near-Hdfc-Bank-Near-Water-Pank-Narayan-Nagar/9999P2456-2456-210406135224-A3S6_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/s6/9999p2456.2456.210406135224.a3s6/catalogue/lakshmi-lifecare-hospital-post-office-road-hingoli-h-o-hingoli-hospitals-5acggyz9an-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/s6/9999p2456.2456.210406135224.a3s6/catalogue/lakshmi-lifecare-hospital-narayan-nagar-hingoli-hospitals-pd3a9h6vu3-250.jpg?w=640&q=75,Doctors
Jagdamb Critical Care And Multispeciality Hospital,"Akola Bypass Road Andharwadi, Hingoli",Show Number,3.8,35,,https://www.justdial.com/Hingoli/Jagdamb-Critical-Care-And-Multispeciality-Hospital-Front-Of-Sk-Tyre-Andharwadi/9999P2456-2456-180912142936-R6C5_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/v2/comp/hingoli/c5/9999p2456.2456.180912142936.r6c5/catalogue/jagdamb-critical-care-and-multispeciality-hospital-andharwadi-hingoli-multispeciality-hospitals-pdkju7vtpy-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/hingoli/c5/9999p2456.2456.180912142936.r6c5/catalogue/jagdamb-critical-care-and-multispeciality-hospital-andharwadi-hingoli-multispeciality-hospitals-p9cexloeie-250.jpg?w=640&q=75,Doctors
Jiajau hospital,"Kothalaj Road Shivraj Nagar, Hingoli",Show Number,5.0,25,,https://www.justdial.com/Hingoli/Jiajau-hospital-Near-Pariwar-Mall-Shivraj-Nagar/9999P2456-2456-220901175217-J9J8_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/j8/9999p2456.2456.220901175217.j9j8/catalogue/-x61m05a617-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/j8/9999p2456.2456.220901175217.j9j8/catalogue/jiajau-hospital-hingoli-city-hingoli-integrative-medicine-physicians-uk6zucamd8-250.jpg?w=640&q=75,Doctors
Laxmi Hospital,"Laxmi Hospital Siddharth Nagar, Hingoli",Show Number,4.5,26,,https://www.justdial.com/Hingoli/Laxmi-Hospital-Infront-Of-S-P-Office-Siddharth-Nagar/9999P2456-2456-110702144716-A6Z6_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/hospitals/default-hospitals-16-250.jpg?w=640&q=75 | https://images.jdmagicbox.com/comp/def_content/doctors-and-specialists/image2-doctors-and-specialists-4-1ndrb.jpg,Doctors
Spandan Hospital,"Doctors Lane Kurunda, Basmath",Show Number,4.8,23,,,https://content.jdmagicbox.com/comp/hingoli/d5/9999p2456.2456.210223162123.a8d5/catalogue/-3tr0deusqz-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/d5/9999p2456.2456.210223162123.a8d5/catalogue/spandan-hospital-basmat-basmath-hospitals-3v6f55xpw8-250.jpg?w=640&q=75,Doctors
Vivekanand Hospital & Critical Care,"Bahirji College Road Shivtirath Basmath, Basmath",Show Number,4.5,23,,,https://content.jdmagicbox.com/comp/hingoli/n5/9999p2456.2456.240104221047.c5n5/catalogue/vivekanand-hospital-and-critical-care-basmath-98h5kduy9v-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/n5/9999p2456.2456.240104221047.c5n5/catalogue/vivekanand-hospital-and-critical-care-basmath-hdqlbt179y-250.jpg?w=640&q=75,Doctors
Toshniwal Hospital,"Akola Road Shastri Nagar, Hingoli",Show Number,4.5,23,,https://www.justdial.com/Hingoli/Toshniwal-Hospital-Shastri-Nagar/9999P2456-2456-110702154039-S6A9_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/a9/9999p2456.2456.110702154039.s6a9/catalogue/toshniwal-hospital-shastri-nagar-hingoli-paediatricians-nfti6d778b-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/hingoli/a9/9999p2456.2456.110702154039.s6a9/catalogue/toshniwal-hospital-shastri-nagar-hingoli-hospitals-yw3pw9qt8u-250.jpg?w=640&q=75 | https://images.jdmagicbox.com/comp/def_content/general_physician_doctors/default-general-physician-doctors-28.jpg,Doctors
Devkar Hospital,"Naryan Nagar Zp Road, Hingoli",Show Number,4.8,21,,https://www.justdial.com/Hingoli/Devkar-Hospital-Zp-Road/9999P2456-2456-221128152638-Q3A4_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/a4/9999p2456.2456.221128152638.q3a4/catalogue/-6ulqir7u12-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/a4/9999p2456.2456.221128152638.q3a4/catalogue/devkar-hospital-zp-road-hingoli-general-physician-doctors-u7q0xnao8y-250.jpg?w=640&q=75,Doctors
Javalekar,"Main Road Basamatnagar Kapad Lane, Basmath",Show Number,4.6,19,,,https://images.jdmagicbox.com/comp/basmath/d3/9999p2456.2456.140331005212.c9d3/catalogue/javalekar-basmathnagar-basmath-general-physician-doctors-pcrhj6jqca-250.jpg?w=640&q=75,Doctors
Dr. Dhumal Amol (Sai Krupa Hospital),"Javahar Road Main Road Hingoli Siddharth Nagar, Hingoli",Show Number,4.2,14,,https://www.justdial.com/Hingoli/Dr-Dhumal-Amol-Sai-Krupa-Hospital-Siddharth-Nagar/9999P2456-2456-150803170509-P3T7_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/general-physician-doctors/shutterstock-558234925-general-physician-doctors-45-izpk3-250.jpg?w=640&q=75,Doctors
Mauli Clinic,"Tq Sengaon Dist Hingoli Goregaon, Hingoli",Show Number,5.0,11,,https://www.justdial.com/Hingoli/Mauli-Clinic-Near-Kawarkhe-Hanuman-Mandir-Goregaon-Goregaon/9999P2456-2456-140621104446-K5I7_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/hingoli/i7/9999p2456.2456.140621104446.k5i7/catalogue/mauli-clinic-sengaon-hingoli-clinics-rovn7cnflt-250.jpg?w=640&q=75,Doctors
Patange Multispeciality Hospital&Prasuti V stree Rugnalay,"Nanded Road Bahirji Nagar, Basmath",Show Number,4.8,11,,,https://content.jdmagicbox.com/comp/hingoli/r7/9999p2456.2456.180331122031.y5r7/catalogue/patange-multispeciality-hospital-and-prasuti-v-stree-rugnalay-basmathnagar-hingoli-hospitals-ffayvdz97f-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/r7/9999p2456.2456.180331122031.y5r7/catalogue/patange-multispeciality-hospital-and-prasuti-v-stree-rugnalay-basmathnagar-hingoli-hospitals-1yqnkquoc9-250.jpg?w=640&q=75,Doctors
Nakade Hospital,"Devda Nagar Siddharth Nagar Hingoli Mohalla Paltan, Hingoli",Show Number,3.7,14,,https://www.justdial.com/Hingoli/Nakade-Hospital-Mohalla-Paltan/9999P2456-2456-231222040227-B7L2_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/v2/comp/hingoli/l2/9999p2456.2456.231222040227.b7l2/catalogue/nakade-hospital-mohalla-paltan-hingoli-general-physician-doctors-vWIWWpHy4p-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/hingoli/l2/9999p2456.2456.231222040227.b7l2/catalogue/nakade-hospital-mohalla-paltan-hingoli-general-physician-doctors-4xq0hfkvtq-250.jpg?w=640&q=75,Doctors
Panchalinge Hospital,"Sahayog Nagar Kalamnuri Hingoli, Hingoli",Show Number,4.8,10,,https://www.justdial.com/Hingoli/Panchalinge-Hospital-Near-Ganesh-Mandir-Kalamnuri-Hingoli/9999P2456-2456-240104173446-K1N8_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/n8/9999p2456.2456.240104173446.k1n8/catalogue/panchalinge-hospital-kalamnuri-hingoli-hingoli-general-physician-doctors-71via3umfr-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/hingoli/n8/9999p2456.2456.240104173446.k1n8/catalogue/panchalinge-hospital-kalamnuri-hingoli-hingoli-general-physician-doctors-slena5sgdb-250.jpg?w=640&q=75,Doctors
Bhale Hospital,"Devda Nagar, Hingoli",Show Number,3.9,12,,https://www.justdial.com/Hingoli/Bhale-Hospital-Devda-Nagar/9999P2456-2456-140619151254-X2W8_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/paediatricians/default-paediatricians-2-250.jpg?w=640&q=75,Doctors
Nagre Hospital,"Akola Road Main Road Hingoli Siddharth Nagar, Hingoli",Show Number,4.1,11,,https://www.justdial.com/Hingoli/Nagre-Hospital-Shashtri-Nagar-Opposite-Jintur-Bank-Siddharth-Nagar/9999P2456-2456-130724175552-Y7F5_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/general_physician_doctors/default-general-physician-doctors-17-250.jpg?w=640&q=75,Doctors
SAI Krupa Hospital,"Javahar Road Main Road Hingoli Siddharth Nagar, Hingoli",Show Number,3.9,11,,https://www.justdial.com/Hingoli/SAI-Krupa-Hospital-Siddharth-Nagar/9999P2456-2456-110702143755-U9X6_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/general-physician-doctors/doctor-general-physician-doctors-43-lw58e-250.jpg?w=640&q=75 | https://images.jdmagicbox.com/comp/def_content/general-physician-doctors/shutterstock-558234925-general-physician-doctors-45-izpk3.jpg,Doctors
Care Hospital,"Police Quarter New Mondha Road, Basmath",Show Number,4.2,10,,,https://content.jdmagicbox.com/comp/hingoli/v3/9999p2456.2456.190726185117.p8v3/catalogue/care-hospital-hingoli-rpprfokbh5-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/v3/9999p2456.2456.190726185117.p8v3/catalogue/care-hospital-hingoli-11fm0fqgae-250.jpg?w=640&q=75,Doctors
Dr. Deepak More,"Gandhi Chowk Siddharth Nagar, Hingoli",Show Number,5.0,8,,https://www.justdial.com/Hingoli/Dr-Deepak-More-Opposite-Rk-Fashions-Siddharth-Nagar/9999P2456-2456-140129133924-G9N8_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content_category/general-physician-doctors/general-physician-doctors-general-physician-doctors-1-q6wja-250.jpg?w=640&q=75,Doctors
Astha Hospital,"Bangar Nagar, Hingoli",Show Number,4.8,8,,https://www.justdial.com/Hingoli/Astha-Hospital-Near-Vinod-Hitech-Kabra-Jining-Bangar-Nagar/9999P2456-2456-230430190130-N7U1_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/r6/9999p2456.2456.180205131238.z4r6/catalogue/astha-hospital-hingoli-proctologist-doctors-130t7iltu4-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/r6/9999p2456.2456.180205131238.z4r6/catalogue/astha-hospital-hingoli-proctologist-doctors-wqn6196mre-250.jpg?w=640&q=75,Doctors
Dr. Sudarshan Bhosale,"Shivneri Nagar Javla Khandarban Somwar Peth, Basmath",Show Number,4.4,8,,,https://images.jdmagicbox.com/comp/def_content/clinics/default-clinics-10-250.jpg?w=640&q=75,Doctors
Mahesh Hospital,"Akola Road Shastri Nagar, Hingoli",Show Number,3.8,9,,https://www.justdial.com/Hingoli/Mahesh-Hospital-Shastri-Nagar/9999P2456-2456-110702143215-B4Q1_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/def_content/general_physician_doctors/default-general-physician-doctors-9-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/def_content/hospitals/default-hospitals-8-250.jpg?w=640&q=75,Doctors
Dr. Sachin Bhiwaji Sanap (Anand Hospital),"Bazaar Road Sakhara, Hingoli",,4.6,6,,https://www.justdial.com/Hingoli/Dr-Sachin-Bhiwaji-Sanap-Anand-Hospital-Sakhara/9999P2456-2456-230720182625-Y9W5_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/general_physician_doctors/default-general-physician-doctors-38-250.jpg?w=640&q=75,Doctors
